order_id,order_date,customer_id,customer_name,region,country,category,product,quantity,unit_price,discount,payment_method
106132,2025-02-24,C03304,Customer 3304,Central,India,Clothing,Jeans,2,64.83,0.051,Credit Card
106133,2025-12-03,C02392,Customer 2392,West,India,Clothing,Jacket,1,105.49,0.081,Debit Card
106134,2025-06-14,C01184,Customer 1184,West,India,Electronics,Smartwatch,3,164.75,0.149,Debit Card
106135,2024-10-27,C03005,Customer 3005,South,India,Home & Kitchen,Air Fryer,2,125.86,0.035,UPI
106136,2025-03-11,C02327,Customer 2327,South,India,Electronics,Smartphone,4,703.15,0.055,UPI
106137,2026-08-21,C01025,Customer 1025,South,India,Books,Business Book,2,31.11,0.028,Debit Card
106138,2026-06-26,C01518,Customer 1518,North,India,Electronics,Smartwatch,3,193.74,0.133,Credit Card
106139,2024-12-22,C02669,Customer 2669,East,India,Electronics,Smartwatch,1,167.44,0.062,UPI
106140,2026-04-22,C03420,Customer 3420,West,India,Home & Kitchen,Cookware Set,1,144.32,0.095,UPI
106141,2025-12-06,C03409,Customer 3409,North,India,Electronics,Laptop,2,791.86,0.126,UPI
106142,2025-10-26,C02181,Customer 2181,North,India,Electronics,Smartphone,2,580.56,0.073,Net Banking
106143,2025-12-14,C02396,Customer 2396,North,India,Electronics,Laptop,1,818.12,0.019,Debit Card
106144,2026-03-22,C01357,Customer 1357,South,India,Clothing,T-Shirt,2,27.51,0.128,Wallet
106145,2025-02-19,C02615,Customer 2615,North,India,Clothing,Backpack,1,53.18,0.132,Credit Card
106146,2025-02-20,C01921,Customer 1921,South,India,Clothing,Sneakers,1,78.3,0.188,Wallet
106147,2026-03-04,C02513,Customer 2513,North,India,Sports,Running Shoes,1,108.49,0.117,UPI
106148,2025-11-10,C03360,Customer 3360,North,India,Home & Kitchen,Cookware Set,3,143.16,0.104,Credit Card
106149,2025-06-24,C03421,Customer 3421,West,India,Books,Business Book,1,31.69,0.115,UPI
106150,2025-07-28,C02383,Customer 2383,Central,India,Sports,Tennis Racket,1,108.61,0.09,Credit Card
106151,2025-04-29,C02425,Customer 2425,North,India,Sports,Yoga Mat,2,28.22,0.098,Debit Card
106152,2025-06-20,C01430,Customer 1430,North,India,Clothing,Sneakers,1,73.1,0.067,UPI
106153,2026-07-01,C00571,Customer 571,South,India,Home & Kitchen,Coffee Maker,1,102.31,0.115,Debit Card
106154,2025-09-05,C01284,Customer 1284,West,India,Home & Kitchen,Vacuum Cleaner,1,232.49,0.116,UPI
106155,2025-10-10,C01774,Customer 1774,East,India,Home & Kitchen,Air Fryer,5,107.02,0.091,Net Banking
106156,2025-01-11,C00738,Customer 738,East,India,Electronics,Wireless Headphones,1,77.43,0.048,Debit Card
106157,2024-10-21,C00729,Customer 729,East,India,Home & Kitchen,Coffee Maker,2,78.79,0.018,Credit Card
106158,2024-12-18,C01386,Customer 1386,Central,India,Electronics,Bluetooth Speaker,1,66.18,0.071,Credit Card
106159,2026-06-22,C01233,Customer 1233,North,India,Electronics,Laptop,3,795.23,0.065,UPI
106160,2026-01-22,C03396,Customer 3396,North,India,Books,Python Book,2,30.98,0.078,Credit Card
106161,2025-01-11,C00767,Customer 767,South,India,Clothing,Sneakers,5,85.07,0.075,Net Banking
106162,2025-05-10,C02548,Customer 2548,East,India,Clothing,T-Shirt,4,23.4,0.194,Debit Card
106163,2025-10-16,C03236,Customer 3236,North,India,Home & Kitchen,Air Fryer,5,120.07,0.079,UPI
106164,2024-10-07,C02413,Customer 2413,Central,India,Clothing,T-Shirt,1,26.73,0.027,Debit Card
106165,2025-07-13,C02788,Customer 2788,West,India,Books,Self Help Book,2,23.22,0.101,Net Banking
106166,2025-11-17,C01956,Customer 1956,Central,India,Clothing,Jacket,3,111.67,0.079,UPI
106167,2024-11-17,C01608,Customer 1608,Central,India,Clothing,Backpack,1,47.78,0.202,Debit Card
106168,2025-06-14,C02877,Customer 2877,East,India,Home & Kitchen,Vacuum Cleaner,1,199.59,0.116,Credit Card
106169,2026-09-05,C01406,Customer 1406,Central,India,Home & Kitchen,Table Lamp,1,42.78,0.149,UPI
106170,2025-01-29,C03476,Customer 3476,West,India,Clothing,Jacket,3,101.38,0.102,UPI
106171,2025-04-05,C02735,Customer 2735,South,India,Books,Python Book,3,38.87,0.111,UPI
106172,2026-06-28,C03207,Customer 3207,West,India,Home & Kitchen,Air Fryer,3,132.17,0.071,Credit Card
106173,2025-12-29,C01411,Customer 1411,Central,India,Home & Kitchen,Vacuum Cleaner,1,207.09,0.097,Net Banking
106174,2026-01-24,C00639,Customer 639,West,India,Home & Kitchen,Air Fryer,3,109.72,0.05,Net Banking
106175,2024-09-10,C01198,Customer 1198,West,India,Home & Kitchen,Air Fryer,1,111.29,0.076,UPI
106176,2026-08-16,C02572,Customer 2572,North,India,Books,Business Book,4,26.3,0.117,Credit Card
106177,2026-08-20,C00635,Customer 635,West,India,Clothing,T-Shirt,2,28.52,0.121,Credit Card
106178,2026-08-23,C01880,Customer 1880,South,India,Home & Kitchen,Vacuum Cleaner,2,190.0,0.112,Debit Card
106179,2026-03-31,C03327,Customer 3327,East,India,Home & Kitchen,Coffee Maker,5,94.52,0.066,UPI
106180,2024-10-06,C02071,Customer 2071,West,India,Home & Kitchen,Coffee Maker,1,84.76,0.222,Credit Card
106181,2026-08-14,C02458,Customer 2458,East,India,Electronics,Bluetooth Speaker,1,63.02,0.095,Credit Card
106182,2026-06-23,C01913,Customer 1913,,India,Clothing,T-Shirt,1,25.73,0.113,UPI
106183,2024-11-02,C01332,Customer 1332,West,India,Sports,Yoga Mat,1,26.37,0.169,Debit Card
106184,2025-10-17,C03200,Customer 3200,South,India,Clothing,T-Shirt,2,26.87,0.049,Credit Card
106185,2024-11-03,C00567,Customer 567,South,India,Electronics,Laptop,5,1006.53,0.09,UPI
106186,2025-05-06,C01895,Customer 1895,North,India,Clothing,Jeans,3,59.94,0.201,UPI
106187,2026-01-22,C00263,Customer 263,East,India,Clothing,Backpack,5,49.93,0.125,Wallet
106188,2026-08-23,C00328,Customer 328,North,India,Electronics,Wireless Headphones,1,89.16,0.144,Credit Card
106189,2026-05-09,C01104,Customer 1104,South,India,Clothing,Jacket,1,103.91,0.079,Debit Card
106190,2026-09-07,C02828,Customer 2828,Central,India,Clothing,T-Shirt,1,23.53,0.077,Credit Card
106191,2026-05-31,C01854,Customer 1854,South,India,Sports,Yoga Mat,2,34.27,0.041,Net Banking
106192,2025-10-08,C01214,Customer 1214,Central,India,Electronics,Bluetooth Speaker,3,74.03,0.21,Credit Card
106193,2026-03-27,C02312,Customer 2312,East,India,Electronics,Laptop,3,813.41,0.075,Net Banking
106194,2025-05-15,C00185,Customer 185,North,India,Home & Kitchen,Coffee Maker,1,78.12,0.026,Credit Card
106195,2026-08-14,C01540,Customer 1540,West,India,Electronics,Smartphone,2,735.96,0.165,UPI
106196,2025-04-25,C01481,Customer 1481,South,India,Home & Kitchen,Air Fryer,1,123.73,0.063,Credit Card
106197,2025-05-24,C02664,Customer 2664,Central,India,Sports,Dumbbells,1,75.91,0.139,UPI
106198,2025-10-08,C02861,Customer 2861,South,India,Electronics,Wireless Headphones,3,69.83,0.137,UPI
106199,2026-05-03,C03053,Customer 3053,West,India,Home & Kitchen,Air Fryer,4,109.05,0.157,UPI
106200,2025-11-07,C01783,Customer 1783,East,India,Books,Python Book,2,34.46,0.023,UPI
106201,2026-02-04,C01215,Customer 1215,West,India,Clothing,Jacket,1,98.0,0.121,Credit Card
106202,2025-08-05,C00181,Customer 181,North,India,Home & Kitchen,Coffee Maker,1,101.53,0.04,
106203,2026-07-02,C01144,Customer 1144,East,India,Clothing,Jacket,4,109.78,0.103,Credit Card
106204,2025-10-13,C03316,Customer 3316,North,India,Electronics,Bluetooth Speaker,2,76.01,0.147,Credit Card
106205,2025-06-09,C03491,Customer 3491,West,India,Electronics,Bluetooth Speaker,3,67.84,0.006,Debit Card
106206,2025-05-18,C02845,Customer 2845,North,India,Clothing,Jeans,2,55.06,0.076,Debit Card
106207,2024-10-17,C00818,Customer 818,South,India,Home & Kitchen,Vacuum Cleaner,2,214.98,0.048,UPI
106208,2026-05-20,C00952,Customer 952,West,India,Home & Kitchen,Air Fryer,2,128.82,0.109,UPI
106209,2026-02-28,C02532,Customer 2532,East,India,Electronics,Smartphone,3,638.96,0.039,UPI
106210,2025-10-20,C02516,Customer 2516,West,India,Sports,Football,4,34.44,0.138,Credit Card
106211,2025-05-09,C00057,Customer 57,West,India,Electronics,Laptop,2,1016.94,0.086,Net Banking
106212,2025-06-04,C03384,Customer 3384,North,India,Sports,Football,4,31.33,0.097,Debit Card
106213,2025-02-05,C01473,Customer 1473,West,India,Home & Kitchen,Air Fryer,3,134.6,0.113,UPI
106214,2026-05-22,C00665,Customer 665,South,India,Clothing,Sneakers,3,86.24,0.0,UPI
106215,2025-11-19,C01578,Customer 1578,East,India,Electronics,Smartphone,4,642.71,0.041,Credit Card
106216,2026-03-13,C03233,Customer 3233,North,India,Electronics,Smartwatch,1,202.74,0.18,Net Banking
106217,2024-09-11,C02016,Customer 2016,South,India,Clothing,Sneakers,1,83.62,0.032,UPI
106218,2026-02-24,C00660,Customer 660,West,India,Clothing,Backpack,1,46.83,0.042,Debit Card
106219,2024-09-21,C02223,Customer 2223,Central,India,Electronics,Wireless Headphones,2,72.89,0.08,Debit Card
106220,2024-11-04,C00835,Customer 835,Central,India,Home & Kitchen,Cookware Set,3,138.32,0.143,Credit Card
106221,2026-04-21,C02560,Customer 2560,West,India,Home & Kitchen,Air Fryer,1,118.2,0.024,Debit Card
106222,2025-03-30,C01583,Customer 1583,North,India,Electronics,Laptop,2,997.38,0.085,Credit Card
106223,2026-03-02,C00580,Customer 580,South,India,Clothing,Jacket,2,103.24,0.167,Credit Card
106224,2025-07-31,C00046,Customer 46,North,India,Electronics,Wireless Headphones,2,83.18,0.117,UPI
106225,2025-11-29,C01610,Customer 1610,West,India,Clothing,Sneakers,1,80.35,0.046,Debit Card
106226,2024-12-01,C01732,Customer 1732,North,India,Electronics,Smartwatch,1,162.61,0.157,Credit Card
106227,2026-03-03,C00560,Customer 560,Central,India,Home & Kitchen,Coffee Maker,1,100.59,0.082,Credit Card
106228,2024-09-30,C01091,Customer 1091,North,India,Home & Kitchen,Coffee Maker,1,83.6,0.125,Net Banking
106229,2026-05-10,C00356,Customer 356,North,India,Home & Kitchen,Table Lamp,1,50.97,0.057,Debit Card
106230,2025-03-19,C00233,Customer 233,West,India,Home & Kitchen,Cookware Set,2,132.83,0.154,UPI
106231,2025-09-06,C01672,Customer 1672,North,India,Books,Python Book,2,37.56,0.082,Debit Card
106232,2025-08-09,C01694,Customer 1694,North,India,Home & Kitchen,Table Lamp,2,44.8,0.112,Wallet
106233,2025-06-29,C01099,Customer 1099,East,India,Sports,Yoga Mat,2,26.17,0.0,Wallet
106234,2025-06-05,C01829,Customer 1829,Central,India,Electronics,Bluetooth Speaker,1,77.45,0.182,Credit Card
106235,2025-12-14,C00657,Customer 657,South,India,Home & Kitchen,Cookware Set,2,143.44,0.172,UPI
106236,2026-05-31,C02874,Customer 2874,South,India,Electronics,Wireless Headphones,1,70.94,0.035,UPI
106237,2026-08-30,C01270,Customer 1270,North,India,Home & Kitchen,Cookware Set,2,135.11,0.184,Net Banking
106238,2026-03-29,C03488,Customer 3488,East,India,Clothing,Sneakers,3,78.76,0.026,Credit Card
106239,2026-07-28,C00296,Customer 296,South,India,Sports,Yoga Mat,2,28.25,0.03,UPI
106240,2026-04-13,C03179,Customer 3179,East,India,Clothing,T-Shirt,1,22.48,0.089,Credit Card
106241,2025-07-02,C00595,Customer 595,East,India,Clothing,Jacket,1,114.56,0.11,UPI
106242,2025-01-05,C00634,Customer 634,Central,India,Electronics,Smartwatch,2,188.93,0.149,Debit Card
106243,2026-04-01,C01571,Customer 1571,West,India,Electronics,Smartwatch,4,158.57,0.095,Net Banking
106244,2026-06-02,C03012,Customer 3012,West,India,Sports,Football,2,32.0,0.042,Credit Card
106245,2025-12-29,C02531,Customer 2531,East,India,Electronics,Smartwatch,1,179.04,0.159,UPI
106246,2026-08-25,C02603,Customer 2603,South,India,Electronics,Smartwatch,3,187.03,0.09,UPI
106247,2025-10-01,C00661,Customer 661,South,India,Books,Business Book,1,27.05,0.135,Credit Card
106248,2025-07-10,C02878,Customer 2878,East,India,Books,Fiction Book,1,17.67,0.153,Debit Card
106249,2025-02-26,C02155,Customer 2155,North,India,Clothing,Jacket,1,123.6,0.069,Credit Card
106250,2025-09-21,C00903,Customer 903,North,India,Home & Kitchen,Vacuum Cleaner,2,224.92,0.086,UPI
106251,2025-07-24,C02594,Customer 2594,South,India,Sports,Running Shoes,3,99.09,0.136,Debit Card
106252,2025-07-19,C02560,Customer 2560,North,India,Electronics,Smartwatch,1,202.13,0.153,UPI
106253,2025-06-23,C02024,Customer 2024,North,India,Home & Kitchen,Cookware Set,2,138.63,0.067,Credit Card
106254,2025-02-10,C02393,Customer 2393,East,India,Home & Kitchen,Table Lamp,2,41.25,0.098,Credit Card
106255,2025-02-04,C03473,Customer 3473,West,India,Books,Fiction Book,2,18.53,0.024,UPI
106256,2025-02-04,C01764,Customer 1764,North,India,Books,Self Help Book,1,21.67,0.078,Credit Card
106257,2026-03-25,C02044,Customer 2044,West,India,Clothing,T-Shirt,2,23.36,0.182,Credit Card
106258,2025-05-06,C02916,Customer 2916,North,India,Electronics,Smartwatch,4,196.66,0.0,Net Banking
106259,2026-05-03,C02576,Customer 2576,Central,India,Home & Kitchen,Table Lamp,1,50.01,0.2,UPI
106260,2025-05-28,C00972,Customer 972,East,India,Electronics,Laptop,3,938.8,0.201,UPI
106261,2025-01-18,C02243,Customer 2243,East,India,Books,Self Help Book,2,25.07,0.034,Debit Card
106262,2024-11-19,C01405,Customer 1405,West,India,Electronics,Smartphone,5,630.97,0.042,UPI
106263,2025-08-10,C02795,Customer 2795,East,India,Electronics,Smartwatch,1,166.8,0.101,UPI
106264,2024-11-29,C01401,Customer 1401,South,India,Clothing,Jacket,3,107.26,0.078,Credit Card
106265,2026-05-10,C02716,Customer 2716,South,India,Home & Kitchen,Cookware Set,1,158.83,0.158,Debit Card
106266,2025-12-08,C01996,Customer 1996,Central,India,Sports,Football,2,39.61,0.143,UPI
106267,2025-08-15,C01151,Customer 1151,Central,India,Electronics,Laptop,2,852.53,0.096,Credit Card
106268,2025-12-07,C00106,Customer 106,East,India,Sports,Football,2,38.81,0.028,Credit Card
106269,2024-09-28,C00977,Customer 977,West,India,Electronics,Bluetooth Speaker,1,79.54,0.086,UPI
106270,2025-01-14,C01651,Customer 1651,North,India,Electronics,Bluetooth Speaker,1,78.41,0.24,UPI
106271,2025-09-25,C00353,Customer 353,East,India,Home & Kitchen,Cookware Set,5,163.31,0.113,Credit Card
106272,2025-03-08,C00328,Customer 328,South,India,Electronics,Smartwatch,2,187.98,0.18,UPI
106273,2026-05-31,C02937,Customer 2937,South,India,Clothing,Sneakers,2,93.06,0.121,UPI
106274,2025-09-30,C00362,Customer 362,Central,India,Electronics,Smartphone,1,596.88,0.196,Net Banking
106275,2026-04-10,C00882,Customer 882,West,India,Electronics,Smartphone,5,619.48,0.097,Debit Card
106276,2026-01-10,C02680,Customer 2680,Central,India,Clothing,Sneakers,3,76.64,0.168,UPI
106277,2025-11-20,C01466,Customer 1466,East,India,Electronics,Bluetooth Speaker,5,69.41,0.155,Credit Card
106278,2026-08-01,C01148,Customer 1148,South,India,Clothing,Jacket,1,110.89,0.106,Debit Card
106279,2025-10-05,C00799,Customer 799,West,India,Sports,Football,1,36.99,0.106,Debit Card
106280,2026-07-08,C00609,Customer 609,North,India,Electronics,Laptop,3,812.49,0.02,Net Banking
106281,2024-10-10,C02437,Customer 2437,Central,India,Sports,Football,3,32.48,0.08,Debit Card
106282,2025-04-21,C02756,Customer 2756,North,India,Electronics,Laptop,3,1027.35,0.238,Wallet
106283,2025-01-04,C02034,Customer 2034,West,India,Home & Kitchen,Cookware Set,1,169.28,0.2,Net Banking
106284,2025-04-12,C00582,Customer 582,West,India,Electronics,Wireless Headphones,2,69.44,0.097,UPI
106285,2025-06-18,C03222,Customer 3222,North,India,Sports,Tennis Racket,1,112.19,0.054,UPI
106286,2025-06-14,C01345,Customer 1345,North,India,Clothing,T-Shirt,2,26.11,0.169,UPI
106287,2026-04-19,C02566,Customer 2566,South,India,Clothing,Jeans,5,61.59,0.117,Debit Card
106288,2026-06-13,C02604,Customer 2604,South,India,Books,Business Book,3,25.2,0.128,UPI
106289,2025-10-30,C02518,Customer 2518,Central,India,Home & Kitchen,Coffee Maker,1,77.83,0.085,Credit Card
106290,2025-02-06,C03433,Customer 3433,North,India,Books,Fiction Book,2,16.76,0.184,Net Banking
106291,2025-04-16,C02219,Customer 2219,South,India,Clothing,T-Shirt,2,24.27,0.116,Credit Card
106292,2026-03-17,C02484,Customer 2484,South,India,Books,Fiction Book,2,20.03,0.136,Credit Card
106293,2024-09-27,C03161,Customer 3161,North,India,Books,Self Help Book,1,21.33,0.044,Credit Card
106294,2025-04-10,C02407,Customer 2407,South,India,Books,Business Book,2,24.81,0.059,Wallet
106295,2026-08-06,C00153,Customer 153,Central,India,Electronics,Smartphone,2,580.82,0.038,Debit Card
106296,2025-09-25,C00822,Customer 822,West,India,Sports,Tennis Racket,1,95.15,0.126,Credit Card
106297,2025-10-15,C02549,Customer 2549,Central,India,Sports,Running Shoes,1,93.72,0.106,Net Banking
106298,2025-08-11,C02371,Customer 2371,South,India,Clothing,Backpack,2,52.33,0.028,UPI
106299,2026-06-15,C01015,Customer 1015,South,India,Electronics,Smartphone,2,558.94,0.118,Credit Card
106300,2026-02-28,C03354,Customer 3354,North,India,Books,Data Science Book,1,39.75,0.108,UPI
106301,2025-05-28,C00467,Customer 467,East,India,Electronics,Smartphone,3,745.75,0.0,Wallet
106302,2026-01-15,C00190,Customer 190,North,India,Home & Kitchen,Cookware Set,2,171.04,0.061,UPI
106303,2026-01-10,C02965,Customer 2965,North,India,Clothing,Jacket,1,104.72,0.114,Debit Card
106304,2025-09-29,C01245,Customer 1245,East,India,Electronics,Smartwatch,3,182.7,0.044,Debit Card
106305,2024-11-20,C01750,Customer 1750,North,India,Clothing,T-Shirt,2,26.25,0.086,UPI
106306,2025-11-11,C00830,Customer 830,East,India,Electronics,Bluetooth Speaker,1,62.63,0.059,UPI
106307,2025-06-05,C01603,Customer 1603,East,India,Clothing,Sneakers,3,95.26,0.013,Debit Card
106308,2025-12-07,C00435,Customer 435,West,India,Sports,Tennis Racket,2,91.5,0.0,Wallet
106309,2026-04-01,C02521,Customer 2521,South,India,Home & Kitchen,Table Lamp,2,50.11,0.035,Credit Card
106310,2026-05-05,C01113,Customer 1113,West,India,Clothing,Jacket,1,100.78,0.209,Credit Card
106311,2026-07-19,C01967,Customer 1967,South,India,Electronics,Smartphone,3,587.61,0.032,Credit Card
106312,2025-04-10,C02067,Customer 2067,North,India,Sports,Tennis Racket,1,95.72,0.09,UPI
106313,2025-07-15,C00897,Customer 897,South,India,Books,Python Book,1,39.69,0.096,Net Banking
106314,2025-07-27,C01292,Customer 1292,North,India,Electronics,Bluetooth Speaker,3,59.99,0.207,Debit Card
106315,2025-02-23,C00975,Customer 975,South,India,Clothing,Jeans,1,63.49,0.0,UPI
106316,2025-12-14,C02446,Customer 2446,West,India,Clothing,Backpack,4,61.13,0.06,Credit Card
106317,2026-04-30,C02745,Customer 2745,West,India,Clothing,T-Shirt,1,28.61,0.116,UPI
106318,2026-08-19,C02110,Customer 2110,North,India,Clothing,Sneakers,1,91.33,0.093,UPI
106319,2024-10-03,C00794,Customer 794,North,India,Home & Kitchen,Air Fryer,2,117.37,0.076,UPI
106320,2026-03-24,C00412,Customer 412,North,India,Clothing,Jacket,1,106.45,0.13,Debit Card
106321,2025-03-09,C00541,Customer 541,Central,India,Electronics,Smartwatch,1,156.15,0.0,Credit Card
106322,2026-04-02,C00581,Customer 581,South,India,Home & Kitchen,Coffee Maker,1,100.84,0.083,Debit Card
106323,2025-03-01,C00189,Customer 189,South,India,Sports,Football,1,35.61,0.067,UPI
106324,2025-01-04,C00568,Customer 568,North,India,Electronics,Laptop,5,856.27,0.147,Debit Card
106325,2025-10-12,C01647,Customer 1647,West,India,Clothing,Jeans,1,58.32,0.0,Net Banking
106326,2026-02-07,C02036,Customer 2036,South,India,Electronics,Smartwatch,4,196.7,0.086,Credit Card
106327,2025-01-28,C01389,Customer 1389,North,India,Sports,Dumbbells,2,64.7,0.089,UPI
106328,2024-11-20,C03335,Customer 3335,East,India,Clothing,T-Shirt,2,23.38,0.074,Debit Card
106329,2025-12-03,C03007,Customer 3007,West,India,Home & Kitchen,Air Fryer,3,125.88,0.065,Debit Card
106330,2024-10-13,C01903,Customer 1903,East,India,Electronics,Wireless Headphones,1,84.84,0.09,Net Banking
106331,2025-08-13,C01418,Customer 1418,Central,India,Home & Kitchen,Air Fryer,5,130.64,0.158,UPI
106332,2025-07-31,C02798,Customer 2798,Central,India,Books,Python Book,3,39.76,0.133,Debit Card
106333,2024-10-15,C00436,Customer 436,East,India,Clothing,Jeans,3,63.12,0.057,Credit Card
106334,2026-03-30,C01846,Customer 1846,Central,India,Home & Kitchen,Vacuum Cleaner,1,216.67,0.057,Credit Card
106335,2024-10-01,C02904,Customer 2904,West,India,Sports,Running Shoes,2,88.96,0.037,Wallet
106336,2026-03-20,C01740,Customer 1740,South,India,Home & Kitchen,Cookware Set,2,138.48,0.152,UPI
106337,2026-08-06,C02002,Customer 2002,West,India,Home & Kitchen,Vacuum Cleaner,1,218.74,0.064,Credit Card
106338,2025-02-03,C02910,Customer 2910,East,India,Home & Kitchen,Air Fryer,1,110.1,0.029,Credit Card
106339,2026-05-05,C03473,Customer 3473,East,India,Electronics,Laptop,3,984.34,0.101,Debit Card
106340,2025-02-28,C00882,Customer 882,East,India,Clothing,Sneakers,2,81.61,0.111,UPI
106341,2025-11-26,C01581,Customer 1581,West,India,Sports,Dumbbells,1,68.88,0.08,Credit Card
106342,2026-05-15,C00522,Customer 522,Central,India,Books,Business Book,3,27.96,0.102,Net Banking
106343,2026-02-16,C02032,Customer 2032,South,India,Books,Python Book,1,36.05,0.086,Debit Card
106344,2026-02-11,C00371,Customer 371,East,India,Home & Kitchen,Coffee Maker,4,77.28,0.123,UPI
106345,2025-12-21,C00509,Customer 509,East,India,Home & Kitchen,Air Fryer,3,125.36,0.11,Credit Card
106346,2026-02-10,C02165,Customer 2165,Central,India,Clothing,Sneakers,3,84.14,0.06,Wallet
106347,2026-05-09,C00885,Customer 885,South,India,Books,Self Help Book,2,19.72,0.131,Wallet
106348,2025-01-10,C00771,Customer 771,North,India,Clothing,Backpack,2,54.23,0.048,Net Banking
106349,2025-02-14,C03135,Customer 3135,North,India,Home & Kitchen,Coffee Maker,1,100.89,0.036,Debit Card
106350,2026-07-12,C00342,Customer 342,North,India,Clothing,Jeans,4,54.23,0.104,UPI
106351,2025-01-26,C01796,Customer 1796,North,India,Sports,Dumbbells,1,68.41,0.116,Net Banking
106352,2026-06-21,C03167,Customer 3167,South,India,Books,Python Book,2,39.38,0.142,UPI
106353,2025-01-06,C00774,Customer 774,North,India,Sports,Dumbbells,1,69.28,0.197,Debit Card
106354,2025-05-17,C00025,Customer 25,Central,India,Home & Kitchen,Cookware Set,1,153.9,0.0,Credit Card
106355,2024-09-23,C01891,Customer 1891,South,India,Electronics,Laptop,3,773.64,0.063,Wallet
106356,2026-01-18,C02385,Customer 2385,South,India,Home & Kitchen,Vacuum Cleaner,2,203.29,0.102,Credit Card
106357,2026-01-08,C03356,Customer 3356,West,India,Home & Kitchen,Table Lamp,1,43.86,0.188,Debit Card
106358,2026-06-10,C02694,Customer 2694,South,India,Books,Business Book,1,28.64,0.074,Credit Card
106359,2026-03-30,C00864,Customer 864,West,India,Clothing,T-Shirt,4,25.49,0.005,Debit Card
106360,2026-03-21,C02002,Customer 2002,West,India,Home & Kitchen,Table Lamp,2,40.7,0.035,UPI
106361,2025-08-23,C02494,Customer 2494,South,India,Home & Kitchen,Air Fryer,2,117.43,0.084,Credit Card
106362,2025-09-25,C03348,Customer 3348,East,India,Clothing,Sneakers,4,88.72,0.117,Net Banking
106363,2026-01-19,C02445,Customer 2445,South,India,Clothing,Jacket,2,115.28,0.216,UPI
106364,2025-01-06,C03079,Customer 3079,South,India,Electronics,Smartwatch,4,206.85,0.059,UPI
106365,2025-01-17,C00112,Customer 112,East,India,Sports,Yoga Mat,1,32.36,0.125,Credit Card
106366,2025-02-11,C03031,Customer 3031,South,India,Home & Kitchen,Air Fryer,1,132.77,0.152,UPI
106367,2026-08-25,C01775,Customer 1775,South,India,Home & Kitchen,Table Lamp,2,48.47,0.064,UPI
106368,2025-03-21,C03086,Customer 3086,East,India,Electronics,Smartphone,1,572.97,0.187,Debit Card
106369,2025-06-16,C02807,Customer 2807,North,India,Clothing,Jacket,2,104.14,0.063,Net Banking
106370,2025-01-16,C02308,Customer 2308,North,India,Clothing,Sneakers,3,78.06,0.038,Credit Card
106371,2025-09-19,C03218,Customer 3218,East,India,Books,Fiction Book,1,17.47,0.18,UPI
106372,2026-02-03,C00367,Customer 367,North,India,Electronics,Smartwatch,1,161.97,0.092,Debit Card
106373,2026-06-01,C00021,Customer 21,West,India,Books,Python Book,4,35.07,0.033,Debit Card
106374,2025-02-08,C01015,Customer 1015,Central,India,Clothing,Jacket,2,94.89,0.071,Debit Card
106375,2025-02-21,C03039,Customer 3039,West,India,Home & Kitchen,Vacuum Cleaner,2,252.13,0.055,UPI
106376,2025-01-20,C02870,Customer 2870,South,India,Electronics,Bluetooth Speaker,3,66.69,0.064,Net Banking
106377,2025-05-04,C00559,Customer 559,South,India,Home & Kitchen,Coffee Maker,1,103.39,0.104,Debit Card
106378,2025-06-08,C02061,Customer 2061,West,India,Sports,Tennis Racket,2,98.93,0.075,Credit Card
106379,2025-04-06,C01510,Customer 1510,West,India,Home & Kitchen,Air Fryer,4,130.16,0.208,Debit Card
106380,2024-10-21,C00727,Customer 727,Central,India,Home & Kitchen,Table Lamp,4,49.52,0.075,Debit Card
106381,2026-03-07,C00688,Customer 688,East,India,Clothing,T-Shirt,1,27.1,0.086,Debit Card
106382,2026-04-03,C03026,Customer 3026,South,India,Sports,Yoga Mat,1,27.63,0.176,UPI
106383,2024-12-30,C00809,Customer 809,South,India,Clothing,Sneakers,1,78.27,0.163,UPI
106384,2026-04-14,C02231,Customer 2231,Central,India,Sports,Football,1,37.98,0.136,UPI
106385,2025-03-20,C03087,Customer 3087,East,India,Electronics,Wireless Headphones,1,80.04,0.072,Credit Card
106386,2026-01-10,C00697,Customer 697,Central,India,Sports,Tennis Racket,2,98.0,0.174,UPI
106387,2026-03-30,C00460,Customer 460,West,India,Electronics,Wireless Headphones,1,73.66,0.073,UPI
106388,2024-09-13,C02681,Customer 2681,Central,India,Electronics,Wireless Headphones,2,91.81,0.036,Net Banking
106389,2025-06-15,C03184,Customer 3184,East,India,Books,Business Book,4,30.26,0.062,Debit Card
106390,2025-01-09,C00529,Customer 529,Central,India,Electronics,Smartwatch,1,196.96,0.138,Credit Card
106391,2025-12-15,C02050,Customer 2050,Central,India,Electronics,Bluetooth Speaker,1,68.76,0.08,Credit Card
106392,2026-08-13,C01325,Customer 1325,West,India,Clothing,Sneakers,1,81.13,0.105,Wallet
106393,2024-12-07,C00784,Customer 784,Central,India,Home & Kitchen,Vacuum Cleaner,5,240.44,0.04,Credit Card
106394,2025-11-26,C01854,Customer 1854,East,India,Electronics,Wireless Headphones,2,88.76,0.14,UPI
106395,2025-07-12,C03226,Customer 3226,West,India,Clothing,Jacket,1,110.5,0.054,UPI
106396,2025-06-25,C01471,Customer 1471,East,India,Sports,Running Shoes,1,97.22,0.046,Wallet
